,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
217464,India,IND,"2005 PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6685416787482,,,,,,,,,,,,,
217465,India,IND,"2005 PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6015397919,,,,,,,,,,,,,
217466,India,IND,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15,23.85,25.01,25.93,27.41,28.34,29.74,30.95,32.06,32.82,34.4,35.42,36.64,37.81,38.8,39.88,41.04,,
217467,India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.291561126709,44.9389953613281,46.5859222412109,50.9,49.8675346374512,51.4961051940918,53.1124382019043,54.7134742736816,56.2961578369141,60.1,59.3957443237305,55.8,62.3,63.9244918823242,64.4,66.9324493408203,67.9,69.9880218505859,71.5473175048828,75.0,76.3,67.6,79.9,79.5991134643555,81.2395095825195,88.0,84.5268173217773,,
217468,India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7433535858626,31.5873365126957,33.4554976334482,38.7,37.1959025037818,39.0613479513863,40.9175322227352,42.7613123992003,44.5888631046438,48.1,48.1816286732758,43.6,51.4599656790939,53.3333017676252,53.5999198920632,56.767529101516,55.7,60.2947015578398,62.1101038287165,66.0,65.7,55.8,72.7,71.6550475706534,73.6316231707346,83.2,77.6286901645437,,
217469,India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7758331298828,83.3821182250977,83.9882278442383,82.8,85.1963272094727,85.796257019043,86.3920669555664,86.9827194213867,87.5671844482422,91.3,88.7140884399414,87.6,89.8399200439453,90.401725769043,90.9665603637695,91.537223815918,93.1,92.7073287963867,93.3116302490235,96.1,94.0,92.9,96.1,96.4849090576172,97.1374206542969,97.5,98.4463119506836,,
217470,India,IND,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2318382263184,,,53.1415519714355,,,79.8753280639648,
217471,India,IND,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4905014038086,,,43.1326103210449,,,76.6396331787109,
217472,India,IND,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7370758056641,,,62.7633628845215,,,83.0089950561523,
217473,India,IND,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0260620117188,,,56.8119773864746,,,83.0843124389648,
